application,score_column,MaterialId,Reduced Formula,score_value,viability,weighted_score,clscore,Bandgap,source,is_experimental,provenance_status,provenance_definition
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,8faa33925b,Fe4Se3S,0.9,0.775,0.6975,0.967870831489563,0.0077,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,1922a60086,Fe4SeS3,0.9,0.764,0.6876,0.9553924202919006,0.0196,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,mp-1005,FeP,0.9,0.758,0.6822,0.8678033351898193,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,ffed0bf366,Mn3Fe3Si2P,0.9,0.757,0.6813,0.6410405039787292,0.0022,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,c27c020e39,Fe6Si2P,0.85,0.81,0.6885,0.9570402503013612,0.0014,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,fa1c490746,Fe10SiB4P,0.85,0.803,0.68255,0.9882189035415648,0.0036,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-18708,Fe3P,0.85,0.795,0.67575,0.9245282411575316,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-9913,Fe5B2P,0.85,0.795,0.67575,0.9847395420074464,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-1189032,Fe3S,0.85,0.794,0.6749,0.9300971031188964,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-6988,FeN,0.85,0.787,0.66895,0.6087753176689148,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-778,Fe2P,0.85,0.784,0.6664,0.8963738679885864,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-18905,FeO,0.85,0.783,0.66555,0.9425278306007384,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,mp-1188678,Fe4O5,0.85,0.776,0.6596,0.9525421261787416,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Methane Activation Catalyst,score_methane_activation_catalyst,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-18905,FeO,0.9,0.783,0.7047,0.9425278306007384,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1188678,Fe4O5,0.9,0.776,0.6984,0.9525421261787416,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-18731,Fe3O4,0.9,0.773,0.6957,0.9521861672401428,0.7548,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-22635,Fe7SiO10,0.9,0.772,0.6948000000000001,0.9165456295013428,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-505110,FeCuO2,0.9,0.772,0.6948000000000001,0.9085819125175476,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1095382,Fe5O7,0.9,0.771,0.6939000000000001,0.9573310017585754,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1195927,Fe13O19,0.9,0.769,0.6921,0.9504815340042114,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1478,Cu4O3,0.9,0.768,0.6912,0.8532524108886719,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1078361,Fe2O3,0.9,0.768,0.6912,0.9682540893554688,2.2,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1103684,Fe2SiO4,0.9,0.765,0.6885,0.8830101490020752,0.9995,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-27492,CaFe5O7,0.95,0.759,0.72105,0.9654724597930908,1.247499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-22223,Fe3BO5,0.95,0.759,0.72105,0.9368154406547546,1.019499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-1179443,SiSe2,0.95,0.757,0.71915,0.9951345324516296,1.74,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-696580,FeHO2,0.95,0.755,0.7172499999999999,0.9409451484680176,1.2204,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-18269,FeSiO3,0.95,0.755,0.7172499999999999,0.9508218765258788,1.452199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,dcdb24cb51,Si2Se7,0.95,0.753,0.7153499999999999,0.9935256242752076,1.4207,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Semiconductor (General),score_semiconductor,mp-22774,Fe3BO6,0.95,0.752,0.7143999999999999,0.9340301752090454,1.1726,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-20302,Fe2BO4,0.95,0.749,0.71155,0.9301586747169496,1.1644,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-7433,NaCuSe,0.95,0.749,0.71155,0.6874668598175049,1.342,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Semiconductor (General),score_semiconductor,mp-19193,CaFe3O5,0.95,0.747,0.70965,0.9528610706329346,1.3614,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-866635,CuH3NCl,0.85,0.723,0.6145499999999999,0.9470205903053284,2.1259,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-1194211,CuH2CN2Cl,0.85,0.708,0.6018,0.975865602493286,2.2499,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-1189171,Zn2NCl,0.85,0.7,0.595,0.945517122745514,1.9701,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-558146,FeN3ClO3,0.85,0.695,0.59075,0.975123941898346,1.9,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-570040,CuH5C5NCl,0.85,0.693,0.58905,0.9566348791122437,1.8202,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-866097,CuH6BrN2,0.85,0.693,0.58905,0.9707068800926208,2.881,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-1193701,CuH2CBrN2,0.85,0.691,0.5873499999999999,0.8819989562034607,2.0763,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,a6c629ede6,PSe3(ClF2)3,0.85,0.69,0.5864999999999999,0.963659405708313,1.9588,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
LED / Light Emitter,score_led,mp-1201169,P4Se3Br2,0.85,0.687,0.5839500000000001,0.993075966835022,2.014,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
LED / Light Emitter,score_led,mp-29124,Se2NCl5,0.85,0.687,0.5839500000000001,0.9970386028289796,2.6877,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,mp-505244,FeCuSe2,0.85,0.773,0.65705,0.5882399678230286,0.16,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,mp-10428,Cu8SiSe6,0.85,0.772,0.6562,0.9005647897720337,0.415199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,mp-760,FeSe2,0.85,0.767,0.65195,0.7669041752815247,0.3741,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,mp-15896,Cu2SiSe3,0.85,0.766,0.6511,0.9208141565322876,0.238699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,6ba58b8274,Cu6SiMoSe8,0.85,0.758,0.6443,0.7837213277816772,0.8063,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photodetector,score_photodetector,mp-1179443,SiSe2,0.85,0.757,0.64345,0.9951345324516296,1.74,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,dcdb24cb51,Si2Se7,0.85,0.753,0.64005,0.9935256242752076,1.4207,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photodetector,score_photodetector,mp-1103067,FePSe,0.85,0.753,0.64005,0.6708496809005737,0.1894,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,mp-7433,NaCuSe,0.85,0.749,0.6366499999999999,0.6874668598175049,1.342,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photodetector,score_photodetector,mp-3497,FeCuS2,0.85,0.748,0.6358,0.6969283819198608,0.43,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-1203942,Zn2SiH2O5,0.9,0.705,0.6345,0.9164367914199828,3.0276,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-6172,Al2Fe3(SiO4)3,0.9,0.7,0.63,0.8437656760215759,3.826900000000001,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-1195655,CdCu(SeO3)2,0.9,0.7,0.63,0.9034565091133118,3.33,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-863003,NaAl6Fe3Si6B3H3O30F,0.9,0.698,0.6282,0.9070551991462708,3.5914,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-1020594,Zn2SiO4,0.9,0.698,0.6282,0.9369027018547058,4.616,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,eb7314ba49,CdSb6(SO8)2,0.9,0.69,0.621,0.9493911862373352,3.1755,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Transparent Conductor,score_transparent_conductor,mp-699219,NaZnSiHO4,0.9,0.689,0.6201,0.9173920154571532,3.4269,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-1204107,Al4Fe2Si5O18,0.9,0.688,0.6192,0.956125259399414,3.862699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-625830,Zn(HO)2,0.9,0.688,0.6192,0.9155923128128052,5.412,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Transparent Conductor,score_transparent_conductor,mp-557343,Zn3BPO7,0.9,0.687,0.6183000000000001,0.6599730253219604,5.436,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-557596,Na2TiFe5(Si3O10)2,0.95,0.701,0.6659499999999999,0.8986483216285706,2.3118,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-648745,NaTiFeO4,0.95,0.679,0.64505,0.9151301980018616,2.248,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,24485b8f17,Na2TiSe2O,0.95,0.678,0.6441,0.9799842238426208,2.0048,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Ferroelectric,score_ferroelectric,mp-720410,K2NaCa2TiSi7HO20,0.95,0.665,0.63175,0.9168015122413636,3.4517,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-510635,KNa2LiTi2Fe2(SiO3)8,0.95,0.664,0.6308,0.9192212224006652,2.0557,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-1200866,Na2TiSi4H4O13,0.95,0.662,0.6289,0.8864728212356567,4.1008,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-1200505,Na2Ti2Si4O13,0.95,0.661,0.62795,0.7611973881721497,3.5136000000000003,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-5996,Na2Ti2Si2O9,0.95,0.658,0.6251,0.7844921350479126,2.9482,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-556283,Na2TiSi4O11,0.95,0.658,0.6251,0.9215312004089355,2.726199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Ferroelectric,score_ferroelectric,mp-17617,K2Ti(Si2O5)3,0.95,0.657,0.62415,0.9603123664855956,3.456399999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-1020712,ZnSiN2,0.9,0.708,0.6372,0.9672538638114928,4.233,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-1203942,Zn2SiH2O5,0.9,0.705,0.6345,0.9164367914199828,3.0276,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-557596,Na2TiFe5(Si3O10)2,0.9,0.701,0.6309,0.8986483216285706,2.3118,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-6172,Al2Fe3(SiO4)3,0.9,0.7,0.63,0.8437656760215759,3.826900000000001,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-863003,NaAl6Fe3Si6B3H3O30F,0.9,0.698,0.6282,0.9070551991462708,3.5914,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-1020594,Zn2SiO4,0.9,0.698,0.6282,0.9369027018547058,4.616,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-18401,NaAl6Fe3Si6B3O30F,0.9,0.695,0.6255,0.8837671279907227,2.5620000000000003,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-555300,Na2Zn3(SiO4)2,0.9,0.693,0.6236999999999999,0.8830220699310303,2.9909,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-1189702,ZnCu2SiS4,0.9,0.692,0.6228,0.9956919550895692,3.2,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Piezoelectric,score_piezoelectric,mp-3098,AlCuO2,0.9,0.691,0.6219,0.9167963862419128,2.062,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,mp-1078538,FeSe,0.85,0.779,0.66215,0.8709184527397156,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,mp-540702,Fe7Se8,0.85,0.776,0.6596,0.8774343132972717,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,mp-2780,Fe3Se4,0.85,0.773,0.65705,0.8230061531066895,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,mp-505244,FeCuSe2,0.85,0.773,0.65705,0.5882399678230286,0.16,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,mp-10428,Cu8SiSe6,0.85,0.772,0.6562,0.9005647897720337,0.415199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,8a097be9e6,Na(FeSe)3,0.85,0.771,0.65535,0.9412961006164552,0.0097,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,1de6009a98,KFe6Se7,0.85,0.77,0.6545,0.9135770797729492,0.0041,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,eb3c0256d6,Cu7SiSe8,0.85,0.767,0.65195,0.8341823220252991,0.0046,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Phase Change Memory (PCM),score_phase_change_memory,mp-488,CuSe,0.85,0.767,0.65195,0.5551936626434326,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-6172,Al2Fe3(SiO4)3,1.0,0.7,0.7,0.8437656760215759,3.826900000000001,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-863003,NaAl6Fe3Si6B3H3O30F,1.0,0.698,0.698,0.9070551991462708,3.5914,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-1204107,Al4Fe2Si5O18,1.0,0.688,0.688,0.956125259399414,3.862699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-1203355,KNaAl6Si6(HO6)4,1.0,0.68,0.68,0.9206044673919678,4.4606,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-13703,Al4CO4,1.0,0.676,0.676,0.9682140946388244,3.823299999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-706657,Al13Si5H18ClO38,1.0,0.674,0.674,0.8309880495071411,4.3438,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-560993,CaAl12Si4O27,1.0,0.674,0.674,0.9519827365875244,5.236199999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-1019381,Al7Si3BO18,1.0,0.673,0.673,0.9466469883918762,4.9414,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-706243,Al2Si3H8(NO5)2,1.0,0.672,0.672,0.9801387786865234,4.9127,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-24469,CaAl4Si2(HO6)2,1.0,0.672,0.672,0.9011601805686952,4.5346,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-18775,Fe3PO7,0.9,0.739,0.6651,0.8930516242980957,2.1744,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-19333,Fe2B2O5,0.9,0.735,0.6615,0.9018172025680542,3.2492,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-636960,Fe4P2O9,0.9,0.735,0.6615,0.934484362602234,3.1713,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-5004,Na2B2Se7,0.9,0.735,0.6615,0.9246336221694946,2.68,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-18625,KPSe6,0.9,0.732,0.6588,0.9938884377479552,2.16,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-542637,K2B2Se7,0.9,0.73,0.657,0.9573264122009276,2.664,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-562456,Fe3(PO4)2,0.9,0.725,0.6525,0.7022190690040588,3.352099999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-17945,RbPSe6,0.9,0.725,0.6525,0.9984562397003174,2.18,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-569702,KPSe3,0.9,0.722,0.6498,0.9979405999183656,2.08,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Nonlinear Optical (NLO) Material,score_nonlinear_optical,90678aa42f,Fe2MoSeO7,0.9,0.721,0.6489,0.9287235140800476,3.0391,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Permanent Magnet,score_permanent_magnet,mp-555,Fe8N,0.65,0.819,0.53235,0.9078287482261658,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-1188610,Fe5Si2B,0.65,0.817,0.53105,0.9546083211898804,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-1246,Fe4C,0.65,0.815,0.5297499999999999,0.9744889140129088,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-535,Fe4N,0.65,0.814,0.5291,0.9679838418960572,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-1181327,Fe3B,0.65,0.813,0.52845,0.8252549767494202,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-13154,Fe3C,0.65,0.812,0.5278,0.9913917779922484,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-1105372,Fe5SiB2,0.65,0.811,0.52715,0.9903822541236876,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Permanent Magnet,score_permanent_magnet,mp-1804,Fe3N,0.65,0.81,0.5265000000000001,0.9873476028442384,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
