application,score_column,MaterialId,Reduced Formula,score_value,viability,weighted_score,clscore,Bandgap,source,is_experimental
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-778,Fe2P,0.85,0.784,0.6664,0.8963738679885864,0.0,MP_synthesized,False
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-18905,FeO,0.85,0.783,0.66555,0.9425278306007384,0.0,MP_synthesized,False
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-20311,FeSe,0.85,0.779,0.66215,0.7721580862998962,0.0,MP_synthesized,False
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-1188678,Fe4O5,0.85,0.776,0.6596,0.9525421261787416,0.0,MP_synthesized,False
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-18731,Fe3O4,0.85,0.773,0.65705,0.9521861672401428,0.7548,MP_synthesized,False
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-19306,Fe3O4,0.85,0.773,0.65705,0.7054262757301331,0.0,MP_synthesized,False
Nuclear Fuel Cladding,score_nuclear_fuel_cladding,mp-31770,Fe3O4,0.85,0.773,0.65705,0.563198447227478,0.0,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,mp-756984,LiFeSiO4,0.95,0.694,0.6592999999999999,0.6479373574256897,2.651799999999999,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,e1b81e9500,Li4SiSe4,0.95,0.689,0.65455,0.9364111423492432,2.4348,Experimental,True
Tritium Breeder Material,score_tritium_breeder,mp-19061,LiFe(SiO3)2,0.95,0.688,0.6536,0.9045082330703736,2.7522,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,mp-16283,KNa2Li3Fe2(Si2O5)6,0.95,0.686,0.6517000000000001,0.9106366634368896,3.329399999999999,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,495bc34d10,Na5LiSi2Se7,0.95,0.685,0.65075,0.9888594150543212,2.2604,Experimental,True
Tritium Breeder Material,score_tritium_breeder,mp-6015,LiSiNO,0.95,0.682,0.6479,0.8299767374992371,5.254399999999999,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,7feab89bc7,LiH3SeO,0.95,0.68,0.646,0.9899072647094728,3.4013,Experimental,True
Tritium Breeder Material,score_tritium_breeder,mp-558555,LiFe(SeO3)2,0.95,0.678,0.6441,0.8994418978691101,2.6596,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,mp-6838,Na2LiFe(Si2O5)3,0.95,0.678,0.6441,0.8731895685195923,3.3949,MP_synthesized,False
Tritium Breeder Material,score_tritium_breeder,mp-5853,LiSi2N3,0.95,0.677,0.64315,0.96942138671875,5.0143,MP_synthesized,False
Radiation Shielding,score_radiation_shielding,mp-555778,Fe12PbO19,0.95,0.744,0.7068,0.8815585374832153,1.1208,MP_synthesized,False
Radiation Shielding,score_radiation_shielding,mp-22037,Cu6PbO8,0.95,0.72,0.6839999999999999,0.7777091264724731,0.0,MP_synthesized,False
Radiation Shielding,score_radiation_shielding,c903955d2c,Cu6PbClO8,0.95,0.717,0.6811499999999999,0.7789653539657593,0.0018,Experimental,True
Radiation Shielding,score_radiation_shielding,mp-643203,Cu6PbSe2Cl5O8,0.95,0.71,0.6745,0.8723181486129761,0.0,MP_synthesized,False
Radiation Shielding,score_radiation_shielding,d7c01e7e1c,PbSe7Br2,0.95,0.703,0.6678499999999999,0.998234748840332,,Experimental,True
Radiation Shielding,score_radiation_shielding,mp-579463,Cu2Pb(SeO3)3,0.95,0.701,0.6659499999999999,0.9262595176696776,0.2694,MP_synthesized,False
Radiation Shielding,score_radiation_shielding,8ea3fe4fd9,Cu5PbF18,0.95,0.694,0.6592999999999999,0.8539105653762817,,Experimental,True
Radiation Shielding,score_radiation_shielding,e665e6d6fe,Cu4AgPbO8,0.95,0.694,0.6592999999999999,0.9500585198402404,0.0143,Experimental,True
Radiation Shielding,score_radiation_shielding,mp-1193833,Cu2PbSe2(ClO3)2,0.95,0.694,0.6592999999999999,0.9048976302146912,0.0,MP_synthesized,False
Radiation Shielding,score_radiation_shielding,mp-1201833,Fe6Pb(SO7)4,0.95,0.694,0.6592999999999999,0.9587851762771606,0.0,MP_synthesized,False
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,5483a75ad9,CaY(CuO2)4,0.9,0.565,0.5085,0.9479715824127196,0.0015,Experimental,True
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,2bb0193608,CaY(FeO3)2,0.9,0.552,0.4968000000000001,0.5556325316429138,0.0037,Experimental,True
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,4f733aebb1,Ca3La(FeO3)4,0.9,0.552,0.4968000000000001,0.6682925820350647,0.0067,Experimental,True
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,mp-555155,KNa2Y(Si2O5)3,0.9,0.552,0.4968000000000001,0.93422132730484,4.9016,MP_synthesized,False
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,d51d22b313,NaLa(Si3O7)2,0.9,0.546,0.49140000000000006,0.9175477027893066,,Experimental,True
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,mp-14977,Na3Y(Si2O5)3,0.9,0.544,0.48960000000000004,0.9149240851402284,4.8323,MP_synthesized,False
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,mp-1198649,K9Y3Si12(O16F)2,0.9,0.542,0.48780000000000007,0.9035428166389464,4.995,MP_synthesized,False
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,075fb698b9,K2Rb7Y3Si12(O16F)2,0.9,0.541,0.48690000000000005,0.9043127298355104,,Experimental,True
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,mp-720719,Ca2Y2Si4H2CO16,0.9,0.54,0.48600000000000004,0.7920108437538147,5.429,MP_synthesized,False
Nuclear Waste Immobilisation,score_nuclear_waste_immobilisation,mp-557649,K2Ce(Si2O5)3,0.9,0.54,0.48600000000000004,0.9654930233955384,2.187,MP_synthesized,False
Battery Separator,score_battery_separator,mp-27949,Si2H6O,0.85,0.766,0.6511,0.9625323414802552,5.2626,MP_synthesized,False
Battery Separator,score_battery_separator,mp-20313,Fe2SiO4,0.85,0.765,0.65025,0.967015027999878,3.6769,MP_synthesized,False
Battery Separator,score_battery_separator,mp-2245,Si3N4,0.85,0.744,0.6324,0.98034006357193,5.1,MP_synthesized,False
Battery Separator,score_battery_separator,mp-568867,Si3N4,0.85,0.744,0.6324,0.9502456188201904,5.1,MP_synthesized,False
Battery Separator,score_battery_separator,mp-583712,Si3N4,0.85,0.744,0.6324,0.9799315333366394,5.1,MP_synthesized,False
Battery Separator,score_battery_separator,mp-988,Si3N4,0.85,0.744,0.6324,0.9831224083900452,5.1,MP_synthesized,False
Battery Separator,score_battery_separator,mp-4497,Si2N2O,0.85,0.737,0.62645,0.971843719482422,4.924799999999999,MP_synthesized,False
Battery Separator,score_battery_separator,mp-28289,SiH3F,0.85,0.737,0.62645,0.9347416162490844,9.221,MP_synthesized,False
Battery Separator,score_battery_separator,mp-19333,Fe2B2O5,0.85,0.735,0.62475,0.9018172025680542,3.2492,MP_synthesized,False
Battery Separator,score_battery_separator,mp-636960,Fe4P2O9,0.85,0.735,0.62475,0.934484362602234,3.1713,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-5004,Na2B2Se7,0.8,0.735,0.588,0.9246336221694946,2.68,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-18625,KPSe6,0.8,0.732,0.5856,0.9938884377479552,2.16,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-542637,K2B2Se7,0.8,0.73,0.584,0.9573264122009276,2.664,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-31229,Na4(BSe)9,0.8,0.723,0.5784,0.8808442950248718,2.2096,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-569702,KPSe3,0.8,0.722,0.5776,0.9979405999183656,2.08,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-571452,KPSe3,0.8,0.722,0.5776,0.9919449687004088,2.08,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-735586,KFe2H(SeO3)4,0.8,0.721,0.5768,0.9192997217178344,2.3115,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-880385,NaFe(SeO3)2,0.8,0.721,0.5768,0.8129532933235168,2.278299999999999,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-559464,KFeO2,0.8,0.72,0.576,0.8065010905265808,2.1388,MP_synthesized,False
Liquid Battery Electrolyte Component,score_liquid_battery_electrolyte_component,mp-1078419,Na3PSe4,0.8,0.72,0.576,0.8374053835868835,2.293,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-18905,FeO,0.9,0.783,0.7047,0.9425278306007384,0.0,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-1188678,Fe4O5,0.9,0.776,0.6984,0.9525421261787416,0.0,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-18731,Fe3O4,0.9,0.773,0.6957,0.9521861672401428,0.7548,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-19306,Fe3O4,0.9,0.773,0.6957,0.7054262757301331,0.0,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-31770,Fe3O4,0.9,0.773,0.6957,0.563198447227478,0.0,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-505595,Fe3O4,0.9,0.773,0.6957,0.6656357645988464,0.4689,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-510252,Fe3O4,0.9,0.773,0.6957,0.8186781406402588,0.2435,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-611817,Fe3O4,0.9,0.773,0.6957,0.9930312633514404,0.0,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-22635,Fe7SiO10,0.9,0.772,0.6948000000000001,0.9165456295013428,0.0,MP_synthesized,False
Solar Thermal Absorber,score_solar_thermal_absorber,mp-505110,FeCuO2,0.9,0.772,0.6948000000000001,0.9085819125175476,0.0,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-20313,Fe2SiO4,0.8,0.765,0.6120000000000001,0.967015027999878,3.6769,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-2245,Si3N4,0.8,0.744,0.5952000000000001,0.98034006357193,5.1,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-988,Si3N4,0.8,0.744,0.5952000000000001,0.9831224083900452,5.1,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-4497,Si2N2O,0.8,0.737,0.5896,0.971843719482422,4.924799999999999,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-28289,SiH3F,0.8,0.737,0.5896,0.9347416162490844,9.221,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-19333,Fe2B2O5,0.8,0.735,0.588,0.9018172025680542,3.2492,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,mp-636960,Fe4P2O9,0.8,0.735,0.588,0.934484362602234,3.1713,MP_synthesized,False
Anti-Reflection Coating,score_anti_reflection_coating,aac9576e23,Fe3Cl4O,0.8,0.734,0.5872,0.9819813370704652,inf,Experimental,True
Anti-Reflection Coating,score_anti_reflection_coating,edf59f6b0c,Fe2SeCl2O3,0.8,0.733,0.5864,0.9635761976242064,3.2968,Experimental,True
Anti-Reflection Coating,score_anti_reflection_coating,mp-1199781,Si2H2O3,0.8,0.732,0.5856,0.9241604208946228,6.7877,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-505110,FeCuO2,0.85,0.772,0.6562,0.9085819125175476,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-510281,FeCuO2,0.85,0.772,0.6562,0.8968990445137024,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-1478,Cu4O3,0.85,0.768,0.6528,0.8532524108886719,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,8f09a7b742,Ca6Cu16N,0.85,0.762,0.6476999999999999,0.6597292423248291,0.0265,Experimental,True
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-14549,CuO,0.85,0.762,0.6476999999999999,0.8371833562850952,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-704645,CuO,0.85,0.762,0.6476999999999999,0.8373941779136658,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,10666bfd18,Cu7O8,0.85,0.758,0.6443,0.8435115814208984,0.0073,Experimental,True
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-624299,Cu7S4,0.85,0.758,0.6443,0.7334826588630676,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,mp-5756,Cu3PSe4,0.85,0.757,0.64345,0.8814440965652466,0.0,MP_synthesized,False
Selective Hydrogenation Catalyst,score_selective_hydrogenation_catalyst,421c5ff495,KCu4PSe2,0.85,0.755,0.6417499999999999,0.7847832441329956,0.0092,Experimental,True
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,68b6a98183,Fe5Si3H,0.9,0.822,0.7398,0.9529443383216858,0.0002,Experimental,True
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-22635,Fe7SiO10,0.9,0.772,0.6948000000000001,0.9165456295013428,0.0,MP_synthesized,False
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-505110,FeCuO2,0.9,0.772,0.6948000000000001,0.9085819125175476,0.0,MP_synthesized,False
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-510281,FeCuO2,0.9,0.772,0.6948000000000001,0.8968990445137024,0.0,MP_synthesized,False
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-1103684,Fe2SiO4,0.9,0.765,0.6885,0.8830101490020752,0.9995,MP_synthesized,False
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,d5928a4f76,Al2Fe6H,0.9,0.757,0.6813,0.7853632569313049,0.0025,Experimental,True
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,93f5694f84,Al4(Fe4H)3,0.9,0.756,0.6804,0.73790442943573,0.0022,Experimental,True
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-28444,Fe3(SiO4)2,0.9,0.755,0.6795,0.9699947834014891,1.484499999999999,MP_synthesized,False
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-1199561,FeSiO3,0.9,0.755,0.6795,0.9554097056388856,0.7031000000000001,MP_synthesized,False
Fischer-Tropsch Catalyst,score_fischer_tropsch_catalyst,mp-18269,FeSiO3,0.9,0.755,0.6795,0.9508218765258788,1.452199999999999,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-1189032,Fe3S,0.85,0.794,0.6749,0.9300971031188964,0.0,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-6988,FeN,0.85,0.787,0.66895,0.6087753176689148,0.0,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-18905,FeO,0.85,0.783,0.66555,0.9425278306007384,0.0,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-1188678,Fe4O5,0.85,0.776,0.6596,0.9525421261787416,0.0,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-18731,Fe3O4,0.85,0.773,0.65705,0.9521861672401428,0.7548,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-19306,Fe3O4,0.85,0.773,0.65705,0.7054262757301331,0.0,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-31770,Fe3O4,0.85,0.773,0.65705,0.563198447227478,0.0,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-505595,Fe3O4,0.85,0.773,0.65705,0.6656357645988464,0.4689,MP_synthesized,False
Dehydrogenation / LOHC Catalyst,score_dehydrogenation_lohc_catalyst,mp-510252,Fe3O4,0.85,0.773,0.65705,0.8186781406402588,0.2435,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-16053,CuSiO3,0.95,0.744,0.7068,0.9697493314743042,0.112,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-578931,Cu2SeO4,0.95,0.743,0.70585,0.8121532797813416,0.3242,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-1204253,Cu4Se3O10,0.95,0.738,0.7011,0.8851044774055481,0.1667,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-10914,K3Cu5O4,0.95,0.737,0.7001499999999999,0.9109367728233336,1.593499999999999,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-573024,Na2Cu5(Si2O7)2,0.95,0.737,0.7001499999999999,0.9326688051223756,0.458499999999999,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-643793,Cu3H2(OF2)2,0.95,0.736,0.6991999999999999,0.8855445981025696,0.3217,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-558202,Fe2Cu3(SeO3)6,0.95,0.734,0.6972999999999999,0.9167346358299256,0.2582,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-558486,Fe2Cu3(SeO3)6,0.95,0.734,0.6972999999999999,0.9054005146026612,0.209099999999999,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-23731,CuSi(HO2)2,0.95,0.732,0.6953999999999999,0.9416638612747192,0.221899999999999,MP_synthesized,False
Memristor / Neuromorphic Computing Material,score_memristor_neuromorphic,mp-734045,Cu2H2Se2O7,0.95,0.73,0.6935,0.9212252497673036,0.311899999999999,MP_synthesized,False
2D Material,score_material_2d,mp-1188610,Fe5Si2B,0.9,0.817,0.7353,0.9546083211898804,0.0,MP_synthesized,False
2D Material,score_material_2d,mp-1181327,Fe3B,0.9,0.813,0.7317,0.8252549767494202,0.0,MP_synthesized,False
2D Material,score_material_2d,mp-973682,Fe3B,0.9,0.813,0.7317,0.9424456357955932,0.0,MP_synthesized,False
2D Material,score_material_2d,mp-1105372,Fe5SiB2,0.9,0.811,0.7299000000000001,0.9903822541236876,0.0,MP_synthesized,False
2D Material,score_material_2d,mp-1915,Fe2B,0.9,0.808,0.7272000000000001,0.9464633464813232,0.0,MP_synthesized,False
2D Material,score_material_2d,fa1c490746,Fe10SiB4P,0.9,0.803,0.7227,0.9882189035415648,0.0036,Experimental,True
2D Material,score_material_2d,8f09a9a806,Fe21(B3Mo)2,0.9,0.796,0.7164,0.9326494932174684,0.0018,Experimental,True
2D Material,score_material_2d,mp-9913,Fe5B2P,0.9,0.795,0.7155,0.9847395420074464,0.0,MP_synthesized,False
2D Material,score_material_2d,mp-1189032,Fe3S,0.9,0.794,0.7146,0.9300971031188964,0.0,MP_synthesized,False
2D Material,score_material_2d,mp-1007881,FeB,0.9,0.794,0.7146,0.9981833100318908,0.0,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-2245,Si3N4,0.9,0.744,0.6696,0.98034006357193,5.1,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-988,Si3N4,0.9,0.744,0.6696,0.9831224083900452,5.1,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-4497,Si2N2O,0.9,0.737,0.6633,0.971843719482422,4.924799999999999,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-28289,SiH3F,0.9,0.737,0.6633,0.9347416162490844,9.221,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-1199781,Si2H2O3,0.9,0.732,0.6588,0.9241604208946228,6.7877,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-24431,Si2H2O3,0.9,0.732,0.6588,0.9056344032287598,6.372199999999999,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-1071820,SiO2,0.9,0.721,0.6489,0.9463393092155457,4.716,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-10851,SiO2,0.9,0.721,0.6489,0.8309656977653503,5.5318000000000005,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-10948,SiO2,0.9,0.721,0.6489,0.7151705622673035,5.2394,MP_synthesized,False
Optical Fibre / Waveguide Material,score_optical_fibre_waveguide,mp-11684,SiO2,0.9,0.721,0.6489,0.9751230478286744,5.5458,MP_synthesized,False
Lightweight Structural Material,score_lightweight_structural,6c79028f5a,Al5Fe8SiB4,0.85,0.76,0.646,0.7467769980430603,0.0047,Experimental,True
Lightweight Structural Material,score_lightweight_structural,30320976e6,Be2Fe8SiB4P,0.85,0.754,0.6409,0.9938064813613892,0.0008,Experimental,True
Lightweight Structural Material,score_lightweight_structural,d82607d1e6,BeFe4SiB2,0.85,0.753,0.64005,0.9941450953483582,0.0006,Experimental,True
Lightweight Structural Material,score_lightweight_structural,59d0ad9e42,Mn10SiB4P,0.85,0.747,0.63495,0.8328810334205627,0.001,Experimental,True
Lightweight Structural Material,score_lightweight_structural,mp-2245,Si3N4,0.85,0.744,0.6324,0.98034006357193,5.1,MP_synthesized,False
Lightweight Structural Material,score_lightweight_structural,mp-568867,Si3N4,0.85,0.744,0.6324,0.9502456188201904,5.1,MP_synthesized,False
Lightweight Structural Material,score_lightweight_structural,mp-583712,Si3N4,0.85,0.744,0.6324,0.9799315333366394,5.1,MP_synthesized,False
Lightweight Structural Material,score_lightweight_structural,mp-988,Si3N4,0.85,0.744,0.6324,0.9831224083900452,5.1,MP_synthesized,False
Lightweight Structural Material,score_lightweight_structural,mp-1199200,Fe2CO5,0.85,0.74,0.629,0.8896169066429138,1.414899999999999,MP_synthesized,False
Lightweight Structural Material,score_lightweight_structural,mp-1080623,Si2N3,0.85,0.74,0.629,0.9845272302627563,0.0,MP_synthesized,False
Shape Memory Alloy (SMA),score_shape_memory_alloy,3b44a35ed5,Ti6Fe9NiB4,0.9,0.699,0.6291,0.954319715499878,0.0006,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,a52ff684a8,Ti3Fe4NiB2,0.9,0.696,0.6264,0.934583842754364,0.0024,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,a3b1f7399b,Ti12Zn8Cu3NiN4,0.9,0.671,0.6039000000000001,0.658242404460907,0.0042,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,c329691f02,Ti4Fe3NiP4,0.9,0.662,0.5958,0.5477030277252197,0.0026,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,295b56aa77,Ti12Al3Si5(NiC)4,0.9,0.661,0.5949000000000001,0.5662442445755005,0.0058,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,090900e516,Ti12Al3Si5(NiN)4,0.9,0.66,0.5940000000000001,0.586470365524292,0.0037,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,6f98e40faf,Ti12AlSi7(NiN)4,0.9,0.66,0.5940000000000001,0.6117259860038757,0.002,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,70b81fb363,Ti2FeNiP2,0.9,0.657,0.5913,0.5489194393157959,0.0135,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,5d08860b69,Ti6Mn5Si12Ni,0.9,0.654,0.5886,0.6879549622535706,0.0003,Experimental,True
Shape Memory Alloy (SMA),score_shape_memory_alloy,8ad998be1a,Ti2Cu3Ni,0.9,0.654,0.5886,0.6167823076248169,0.0154,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,68b6a98183,Fe5Si3H,0.85,0.822,0.6987,0.9529443383216858,0.0002,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,mp-1188610,Fe5Si2B,0.85,0.817,0.6944499999999999,0.9546083211898804,0.0,MP_synthesized,False
Metallic Glass / Amorphous Metal,score_metallic_glass,mp-1105372,Fe5SiB2,0.85,0.811,0.68935,0.9903822541236876,0.0,MP_synthesized,False
Metallic Glass / Amorphous Metal,score_metallic_glass,c27c020e39,Fe6Si2P,0.85,0.81,0.6885,0.9570402503013612,0.0014,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,fa1c490746,Fe10SiB4P,0.85,0.803,0.68255,0.9882189035415648,0.0036,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,8f09a9a806,Fe21(B3Mo)2,0.85,0.796,0.6766,0.9326494932174684,0.0018,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,mp-9913,Fe5B2P,0.85,0.795,0.67575,0.9847395420074464,0.0,MP_synthesized,False
Metallic Glass / Amorphous Metal,score_metallic_glass,8e7e589f85,Cu30Si7P,0.85,0.793,0.67405,0.8828926086425781,0.0042,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,0cd77e2170,NaCa(Cu9Si4)2,0.85,0.79,0.6715,0.707557737827301,0.011,Experimental,True
Metallic Glass / Amorphous Metal,score_metallic_glass,2969f533db,KCu9Si4,0.85,0.788,0.6698000000000001,0.6564587950706482,0.006,Experimental,True
Superalloy,score_superalloy,6c79028f5a,Al5Fe8SiB4,0.9,0.76,0.684,0.7467769980430603,0.0047,Experimental,True
Superalloy,score_superalloy,60f4224d76,Ti5Fe11B4,0.9,0.738,0.6642,0.9716992974281312,0.0005,Experimental,True
Superalloy,score_superalloy,mp-3805,Al(FeB)2,0.9,0.731,0.6579,0.8993673324584961,0.0,MP_synthesized,False
Superalloy,score_superalloy,027a88a767,Nb6Fe16Si7C,0.9,0.72,0.648,0.9743088483810424,0.0016,Experimental,True
Superalloy,score_superalloy,f7d9b0ee4d,Fe2BMoO5,0.9,0.72,0.648,0.8648303747177124,2.583,Experimental,True
Superalloy,score_superalloy,2079ddb779,Fe5Si7(BMo6)2,0.9,0.717,0.6453,0.7165882587432861,0.0026,Experimental,True
Superalloy,score_superalloy,deaf31bb07,Ti2Fe3B3Mo,0.9,0.712,0.6408,0.9211795926094056,0.0084,Experimental,True
Superalloy,score_superalloy,201dd5e30f,Nb2Fe5SiB2,0.9,0.71,0.639,0.9864945411682128,0.0014,Experimental,True
Superalloy,score_superalloy,7747f458d7,CrFe11(BO5)4,0.9,0.707,0.6363,0.9556346535682678,1.2001,Experimental,True
Superalloy,score_superalloy,bab7675e0f,CrFe5(BO5)2,0.9,0.705,0.6345,0.9476639032363892,1.3687,Experimental,True
