application,score_column,MaterialId,Reduced Formula,score_value,viability,weighted_score,clscore,Bandgap,source,is_experimental
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-19800,Fe11Si5,0.85,0.823,0.6995499999999999,0.9425226449966432,0.0,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-22787,Fe2Si,0.85,0.823,0.6995499999999999,0.9391635656356812,0.0,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-2199,Fe3Si,0.85,0.823,0.6995499999999999,0.9462729692459106,0.0,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-449,Fe5Si3,0.85,0.823,0.6995499999999999,0.9463542699813844,0.0,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-871,FeSi,0.85,0.821,0.69785,0.8853039145469666,0.068,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-20738,FeSi2,0.85,0.82,0.697,0.7904812097549438,0.9,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-1188610,Fe5Si2B,0.85,0.817,0.6944499999999999,0.9546083211898804,0.0,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,mp-1105372,Fe5SiB2,0.85,0.811,0.68935,0.9903822541236876,0.0,MP_synthesized,False
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,c27c020e39,Fe6Si2P,0.85,0.81,0.6885,0.9570402503013612,0.0014,Experimental,True
Hydrogen Embrittlement Resistant Steel,score_hydrogen_embrittlement_resistant_steel,fa1c490746,Fe10SiB4P,0.85,0.803,0.68255,0.9882189035415648,0.0036,Experimental,True
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-10914,K3Cu5O4,1.0,0.737,0.737,0.9109367728233336,1.593499999999999,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-28491,Cu2SO4,1.0,0.726,0.726,0.967805802822113,1.632,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-866635,CuH3NCl,1.0,0.723,0.723,0.9470205903053284,2.1259,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-1103519,KCuO,1.0,0.721,0.721,0.7883223295211792,1.782,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-7911,KCuO,1.0,0.721,0.721,0.7867761850357056,1.782,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-13900,Sr(CuO)2,1.0,0.717,0.717,0.9489805698394777,1.815999999999999,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-562090,CuCClO,1.0,0.715,0.715,0.5731393694877625,2.752,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-8198,Rb3Cu5O4,1.0,0.715,0.715,0.9096194505691528,1.580299999999999,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-28270,KCuS,1.0,0.711,0.711,0.9875149726867676,1.8615,MP_synthesized,False
Photocatalytic CO2 Reduction,score_photocatalytic_co2_reduction,mp-558998,K2Cu(Si2O5)2,1.0,0.71,0.71,0.9413989782333374,2.686699999999999,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-1078361,Fe2O3,0.9,0.768,0.6912,0.9682540893554688,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-1456,Fe2O3,0.9,0.768,0.6912,0.7802080512046814,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-19770,Fe2O3,0.9,0.768,0.6912,0.9818907380104064,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-510080,Fe2O3,0.9,0.768,0.6912,0.993530809879303,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-542896,Fe2O3,0.9,0.768,0.6912,0.9099158644676208,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-557546,Fe2O3,0.9,0.768,0.6912,0.9557393193244934,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-565814,Fe2O3,0.9,0.768,0.6912,0.9708080887794496,2.2,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-18816,Fe2SiO4,0.9,0.765,0.6885,0.744098961353302,2.7099,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-27492,CaFe5O7,0.9,0.759,0.6831,0.9654724597930908,1.247499999999999,MP_synthesized,False
VOC Decomposition Catalyst,score_voc_decomposition_catalyst,mp-555755,Fe5(SiO4)3,0.9,0.758,0.6822,0.8711500763893127,2.4392,MP_synthesized,False
